Date,Open,High,Low,Close,Volume
2015-01-02,39.59687471800572,40.24182882049301,39.49504054124459,39.68173599243164,27913900
2015-01-05,39.350779884589606,39.65628570953198,39.24894568869239,39.316837310791016,39673900
2015-01-06,39.359261550437836,39.67325215841664,38.64641582066825,38.73976516723633,36447900
2015-01-07,39.01981907724617,39.427159126869654,38.60399419288615,39.23197555541992,29114100
2015-01-08,39.67325124105913,40.521876936055044,39.64779350612929,40.3860969543457,29645200
2015-01-09,40.4030667513404,40.581277356652265,39.80054333114321,40.0466423034668,23944200
2015-01-12,40.241828461239585,40.34366587434169,39.34228730625495,39.545955657958984,23651900
2015-01-13,39.85996277375029,40.657670018677535,39.087713271956,39.34230041503906,35270600
2015-01-14,39.002838134765625,39.24045554269455,38.71430525440573,39.002838134765625,29719600
2015-01-15,39.22348158486406,39.35926156977975,38.536093590275186,38.595497131347656,32750800
2015-01-16,38.45123343055399,39.2743981967186,38.3324231077078,39.240455627441406,35695300
2015-01-20,39.29136419845734,39.58838509752569,38.67186790577153,39.367740631103516,36161900
2015-01-21,38.98585641379249,39.15558217042482,38.595489439612805,38.9688835144043,39081100
2015-01-22,39.35927332153996,40.004227633145206,39.10468617846555,39.99574279785156,35898000
2015-01-23,40.19091895119488,40.216376689620084,39.71568733133765,40.03816604614258,26211600
2015-01-26,39.88540554874962,39.99572778967614,39.24045147915981,39.893890380859375,42525500
2015-01-27,36.44847574322658,36.66063217568163,35.73563000068763,36.20237350463867,169164000
2015-01-28,36.27026362162797,36.31269425891968,34.92943346990898,34.954891204833984,84507100
2015-01-29,34.73424667009068,35.744109986215605,34.615439601987724,35.650760650634766,63585300
2015-01-30,35.260398703182744,35.28585967660725,34.242047171959896,34.284481048583984,78004900
2015-02-02,34.445729738417036,35.10765698766447,34.140223858071664,35.031280517578125,50352500
2015-02-03,35.328302168490005,35.58288932739616,34.836097522320266,35.30284118652344,52082400
2015-02-04,35.591361521216285,35.82049085402081,35.09916028712709,35.506500244140625,41614800
2015-02-05,35.82897876626599,36.18540001311411,35.52347299053892,36.02416229248047,36548200
2015-02-06,36.21934846474558,36.31269781828752,35.769577838316714,35.99021911621094,34616600
2015-02-09,35.845954052262684,36.27026693848277,35.8204930777592,35.94778823852539,31381100
2015-02-10,36.27028438360029,36.29574213309792,35.79505255704879,36.15147399902344,29670700
2015-02-11,36.19387764830485,36.19387764830485,35.82048036906794,35.96474838256836,38262500
2015-02-12,36.20238562944569,36.56729507446289,36.0750904324392,36.56729507446289,33268800
