Date,Open,High,Low,Close,Volume
2006-01-03,2.5850000381469727,2.71354056596756,2.580357074737549,2.6774945532282195,1027417175400.0
2006-01-04,2.683213949203491,2.713571071624756,2.6339476148287457,2.6564436849620607,769783810600.0
2006-01-05,2.672499895095825,2.7392413028412395,2.6339290142059326,2.724952285985152,830666082400.0
2006-01-06,2.6875,2.7452341705560683,2.6624999046325684,2.7220256334653605,1007363814800.0
2006-01-07,2.705118974049886,2.751186528801918,2.676666577657064,2.7190492953967165,993243750800.0
2006-01-08,2.722737948099772,2.757138887047768,2.690833250681559,2.7160729573280724,979123686800.0
2006-01-09,2.740356922149658,2.9245267202456797,2.7049999237060547,2.8877376644147765,2126732785800.0
2006-01-10,2.7232139110565186,3.028498718308078,2.708214044570923,2.996353569295671,2717430829400.0
2006-01-11,2.994286060333252,3.085674419005712,2.9496428966522217,3.010347230898009,1997821372400.0
2006-01-12,3.0346429347991943,3.085714101791382,2.98642897605896,3.0567538178629343,1481375196000.0
2006-01-13,3.0353569984436035,3.075087160534329,3.014915581958161,3.048934253677726,1128549889250.0
2006-01-14,3.04169625043869,3.07839068836636,3.0083975756333934,3.0410769905895,1149904369250.0
2006-01-15,3.048035502433777,3.081694216198392,3.0018795693086253,3.0332197275012733,1171258849250.0
2006-01-16,3.0543747544288635,3.0849977440304226,2.9953615629838573,3.025362464413047,1192613329250.0
2006-01-17,3.06071400642395,3.0850000381469727,2.923264058099853,2.9461259692907333,1465925269200.0
2006-01-18,2.9671430587768555,3.00178599357605,2.812220219936636,2.8229424683584106,2085221738600.0
2006-01-19,2.901786088943481,2.916429042816162,2.708286217517323,2.717573135925664,2038317440600.0
2006-01-20,2.831429004669189,2.858571052551269,2.708214044570923,2.7362966249938365,1616058264800.0
2006-01-21,2.793571631113688,2.8528570334116616,2.710238059361776,2.755106340900616,1580044440800.0
2006-01-22,2.755714257558187,2.847143014272054,2.7122620741526284,2.773916056807394,1544030616800.0
2006-01-23,2.717856884002685,2.8414289951324463,2.7060766049557263,2.7157544049951765,1585387505800.0
2006-01-24,2.812856912612915,2.8364291191101074,2.616133485734463,2.65004573000802,1740922610000.0
2006-01-25,2.7639288902282715,2.767857074737549,2.56896169450548,2.583260423772865,1769212191600.0
2006-01-26,2.6617860794067383,2.6939289569854736,2.539306483666102,2.572507430778609,1537495201200.0
2006-01-27,2.605356931686402,2.628571033477783,2.539285898208618,2.572499990463257,953864800.0
2006-01-31,2.6964290142059326,2.7307111069560053,2.6339290142059326,2.693573323223326,1033200625800.0
2006-02-01,2.676785945892334,2.7307140827178955,2.573278290198909,2.5750823886858094,884432980200.0
2006-02-02,2.682142972946167,2.691428899765014,2.537168041368325,2.5660772341820928,1007608431200.0
2006-02-03,2.5799999237060547,2.5996429920196533,2.485987846939652,2.5119419349012557,1226812603333.3333
2006-02-04,2.577380975087484,2.5963096618652344,2.434797152766475,2.4577752205508725,1687441723333.3333
2006-02-05,2.5747620264689126,2.592976331710815,2.383606458593298,2.40360850620049,2148070843333.3333
2006-02-06,2.572143077850342,2.5896430015563965,2.381430444452498,2.414278457230992,2189362316400.0
2006-02-07,2.438214063644409,2.481429100036621,2.357159790562259,2.4574699711468484,1686418402200.0
2006-02-08,2.446070909500122,2.4724963656730123,2.304679374065664,2.3197387546300887,1513974123200.0
2006-02-09,2.467856884002685,2.4725000858306885,2.2464693928758304,2.4038704632057084,2095068595200.0
2006-02-10,2.32785701751709,2.416785955429077,2.246428966522217,2.372997798025608,2324758803266.6665
2006-02-11,2.345118999481201,2.405833641688029,2.26714301109314,2.342045105993748,1903808595266.6665
2006-02-12,2.3623809814453125,2.394881327946981,2.2878570556640625,2.311092413961888,1482858387266.6665
2006-02-13,2.379642963409424,2.432109491030375,2.308571100234986,2.4156413566735058,1471855775600.0
2006-02-14,2.325000047683716,2.486391277445687,2.3214290142059326,2.4721037480566235,1670911783800.0
2006-02-15,2.398571014404297,2.536036588417159,2.3839290142059326,2.520323411623637,1517827206000.0
2006-02-16,2.496786117553711,2.5360710620880127,2.481429100036621,2.5103638475139936,1097591656000.0
2006-02-17,2.510714054107666,2.5317859649658203,2.477773353043529,2.499560944404867,866062765050.0
2006-02-18,2.513303279876709,2.530982196331024,2.46946982997987,2.488757483330038,939361501050.0
2006-02-19,2.515892505645752,2.530178427696228,2.46116630691621,2.4779540222552088,1012660237050.0
2006-02-20,2.518481731414795,2.529374659061432,2.4528627838525505,2.46715056118038,1085958973050.0
2006-02-21,2.521070957183838,2.5596214522918066,2.428587851093875,2.5470874269803363,1265549516000.0
2006-02-22,2.464286088943481,2.6071099392241903,2.4285709857940674,2.562489335404502,1321373268600.0
2006-02-23,2.5639290809631348,2.607142925262451,2.5428626358509065,2.552150289217631,1002157438800.0
2006-02-24,2.5764288902282715,2.6032140254974365,2.53631386867276,2.546551616434698,831547842533.3334
2006-02-25,2.5746428966522217,2.5940473874409995,2.529766258707753,2.540956250274623,954666306533.3334
2006-02-26,2.572856903076172,2.584880749384562,2.5232186487427466,2.535360884114548,1077784770533.3334
2006-02-27,2.571070909500122,2.58570715735356,2.432206216785642,2.446132913728555,1481681394200.0
2006-02-28,2.556428909301758,2.585714101791382,2.432142972946167,2.446070909500122,1266980400.0
2006-03-02,2.4639289379119877,2.499643087387085,2.411814353035556,2.418617870410283,981262042600.0
2006-03-03,2.478570938110352,2.496786117553711,2.3809741676405625,2.391922872596317,1104212657800.0
2006-03-04,2.458213965098063,2.4707144101460776,2.350140843843972,2.365256231360965,1188211313800.0
2006-03-05,2.437856992085775,2.444642702738444,2.3193075200473823,2.338589590125614,1272209969800.0
2006-03-06,2.4175000190734863,2.4185709953308105,2.319286108016968,2.3681933066911167,1285610998000.0
2006-03-07,2.3485710620880127,2.399992655052079,2.324285984039306,2.345016149348683,1098922549200.0
2006-03-08,2.367500066757202,2.400000095367432,2.2789671896232497,2.2832569991548857,1045767293200.0
2006-03-09,2.356429100036621,2.373929023742676,2.230390662286017,2.2568044607838,1326440353000.0
2006-03-10,2.2874999046325684,2.32450888901949,2.230356931686402,2.286408184247988,1458486709866.6667
2006-03-11,2.299404621124268,2.345818503201008,2.258214314778646,2.3160508456605453,1371148213866.6667
2006-03-12,2.311309337615967,2.3671281173825265,2.28607169787089,2.345693507073102,1283809717866.6667
2006-03-13,2.323214054107666,2.4042601140009032,2.3139290809631348,2.404245232873493,1082419343600.0
